ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0098659,inorganic cation import across plasma membrane,5/132,141/18842,0.0354609929078014,5.06178809370299,4.06627222550868,0.00316244833519417,0.173786880476091,0.173786880476091,KCNJ11/SLC39A10/SLC30A8/ABCC8/KCNQ1,5
GO:0099587,inorganic ion import across plasma membrane,5/132,141/18842,0.0354609929078014,5.06178809370299,4.06627222550868,0.00316244833519417,0.173786880476091,0.173786880476091,KCNJ11/SLC39A10/SLC30A8/ABCC8/KCNQ1,5
GO:0002443,leukocyte mediated immunity,9/132,429/18842,0.020979020979021,2.99459631277813,3.51013183362682,0.00326595255799678,0.177812972602047,0.177812972602047,NCR3/HLA-DRB1/RASGRP1/C2/MICA/AGER/HLA-B/HLA-C/HLA-DRA,9
GO:0048598,embryonic morphogenesis,8/132,354/18842,0.0225988700564972,3.22581749700394,3.55098030425133,0.00351403627577238,0.18751054976552,0.18751054976552,SLC44A4/MBNL1/HMGA2/POU5F1/PROX1/NOTCH2/KCNQ1/EYA2,8
GO:0009408,response to heat,4/132,89/18842,0.0449438202247191,6.4153898535921,4.30121745995947,0.00354901051779416,0.18751054976552,0.18751054976552,MICA/MAP2K7/MICB/HSPA1A,4
GO:0071902,positive regulation of protein serine/threonine kinase activity,3/132,44/18842,0.0681818181818182,9.73243801652893,4.87088721814767,0.00360894958259726,0.18751054976552,0.18751054976552,HMGA2/RASGRP1/MST1R,3
GO:0016024,CDP-diacylglycerol biosynthetic process,2/132,13/18842,0.153846153846154,21.960372960373,6.34978617739279,0.00361195054809281,0.18751054976552,0.18751054976552,AGPAT1/GPAT4,2
GO:2001198,regulation of dendritic cell differentiation,2/132,13/18842,0.153846153846154,21.960372960373,6.34978617739279,0.00361195054809281,0.18751054976552,0.18751054976552,AGER/HLA-B,2
GO:0030098,lymphocyte differentiation,8/132,356/18842,0.0224719101123596,3.20769492679605,3.53219467058034,0.00363540861790293,0.18751054976552,0.18751054976552,ZFP36L2/HLA-DRB1/RASGRP1/NOTCH2/ZMIZ1/ZBTB46/HHEX/HLA-DRA,8
GO:0043085,positive regulation of catalytic activity,7/132,285/18842,0.0245614035087719,3.50595427963849,3.58050047708275,0.00398106051588536,0.2021694837521,0.2021694837521,ARAP1/HMGA2/RASGRP1/MST1R/GIPR/TIGAR/LTA,7
GO:0010720,positive regulation of cell development,8/132,362/18842,0.0220994475138122,3.15452871253976,3.4766232851948,0.00401912843667073,0.2021694837521,0.2021694837521,HLA-DRB1/RASGRP1/MACF1/NOTCH2/ZMIZ1/AGER/LTA/HLA-DRA,8
GO:0030101,natural killer cell activation,4/132,93/18842,0.0430107526881721,6.13945910720104,4.17322577714031,0.0041539847401405,0.2021694837521,0.2021694837521,NCR3/BAG6/RASGRP1/MICA,4
GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,2/132,14/18842,0.142857142857143,20.3917748917749,6.09651337172958,0.00419467296220344,0.2021694837521,0.2021694837521,HLA-B/HLA-C,2
GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",2/132,14/18842,0.142857142857143,20.3917748917749,6.09651337172958,0.00419467296220344,0.2021694837521,0.2021694837521,HLA-B/HLA-C,2
GO:0046341,CDP-diacylglycerol metabolic process,2/132,14/18842,0.142857142857143,20.3917748917749,6.09651337172958,0.00419467296220344,0.2021694837521,0.2021694837521,AGPAT1/GPAT4,2
GO:0071578,zinc ion import across plasma membrane,2/132,14/18842,0.142857142857143,20.3917748917749,6.09651337172958,0.00419467296220344,0.2021694837521,0.2021694837521,SLC39A10/SLC30A8,2
GO:1901142,insulin metabolic process,2/132,14/18842,0.142857142857143,20.3917748917749,6.09651337172958,0.00419467296220344,0.2021694837521,0.2021694837521,SLC30A8/IDE,2
GO:0044093,positive regulation of molecular function,8/132,366/18842,0.0218579234972678,3.12005298890545,3.44021296659123,0.00429185199443021,0.204635260389531,0.204635260389531,ARAP1/HMGA2/IDE/RASGRP1/MST1R/GIPR/TIGAR/LTA,8
GO:1905897,regulation of response to endoplasmic reticulum stress,4/132,94/18842,0.0425531914893617,6.07414571244359,4.14239430060664,0.00431543746399691,0.204635260389531,0.204635260389531,BAG6/WFS1/ATF6B/HSPA1A,4
GO:0042472,inner ear morphogenesis,3/132,47/18842,0.0638297872340426,9.11121856866538,4.67644590339133,0.00435169217802005,0.204703600054063,0.204703600054063,SLC44A4/PROX1/KCNQ1,3
GO:0002468,dendritic cell antigen processing and presentation,2/132,15/18842,0.133333333333333,19.0323232323232,5.86825258074268,0.00481788720852467,0.223064384142717,0.223064384142717,HLA-DRB1/HLA-DRA,2
GO:0072673,lamellipodium morphogenesis,2/132,15/18842,0.133333333333333,19.0323232323232,5.86825258074268,0.00481788720852467,0.223064384142717,0.223064384142717,ARPIN/RREB1,2
GO:0001678,intracellular glucose homeostasis,5/132,156/18842,0.0320512820512821,4.5750777000777,3.76609836245859,0.0048592159633967,0.223101629094623,0.223101629094623,HLA-DRB1/ABCC8/ADCY5/AGER/GCKR,5
GO:0010043,response to zinc ion,3/132,49/18842,0.0612244897959184,8.73933209647495,4.55622866989006,0.00489457655666775,0.223101629094623,0.223101629094623,SLC30A8/ABCC8/PAM,3
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,8/132,377/18842,0.0212201591511936,3.02901696005144,3.34259487492116,0.00511580903740037,0.23139197799934,0.23139197799934,HLA-DRB1/C2/MICA/ZBTB46/AGER/HLA-B/HLA-C/HLA-DRA,8
GO:1903573,negative regulation of response to endoplasmic reticulum stress,3/132,50/18842,0.06,8.56454545454545,4.4986622012079,0.00518063923218303,0.232535562482719,0.232535562482719,WFS1/ATF6B/HSPA1A,3
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,3/132,51/18842,0.0588235294117647,8.39661319073084,4.44268064787233,0.0054765756519994,0.242318164467134,0.242318164467134,CCND2/UBE2E2/AIF1,3
GO:0016045,detection of bacterium,2/132,16/18842,0.125,17.842803030303,5.66105508181655,0.00548100610104232,0.242318164467134,0.242318164467134,HLA-DRB1/HLA-B,2
GO:0045582,positive regulation of T cell differentiation,4/132,102/18842,0.0392156862745098,5.59774212715389,3.91076706128618,0.00576177739095367,0.251858980223704,0.251858980223704,HLA-DRB1/RASGRP1/ZMIZ1/HLA-DRA,4
GO:0045066,regulatory T cell differentiation,3/132,52/18842,0.0576923076923077,8.23513986013986,4.38820854868276,0.00578247658676872,0.251858980223704,0.251858980223704,HLA-DRB1/ZBTB46/HLA-DRA,3
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,4/132,103/18842,0.0388349514563107,5.54339511621065,3.88354158774815,0.00596262728426833,0.257795944349248,0.257795944349248,HLA-DRB1/HLA-B/HLA-C/HLA-DRA,4
GO:1990573,potassium ion import across plasma membrane,3/132,53/18842,0.0566037735849057,8.07975986277873,4.33517541797462,0.00609842943602255,0.261742810830749,0.261742810830749,KCNJ11/ABCC8/KCNQ1,3
GO:0090713,immunological memory process,2/132,17/18842,0.117647058823529,16.7932263814617,5.47179572173213,0.00618344858495521,0.263468678837222,0.263468678837222,HLA-DRB1/HLA-DRA,2
GO:0048732,gland development,6/132,236/18842,0.0254237288135593,3.62904468412943,3.41373266184699,0.00640634753667426,0.26809176177264,0.26809176177264,RREB1/PROX1/HNF1A/GPAT4/NOTCH4/HNF1B,6
GO:0002347,response to tumor cell,3/132,54/18842,0.0555555555555556,7.93013468013468,4.28351533050554,0.0064245182811385,0.26809176177264,0.26809176177264,HLA-DRB1/NOTCH2/MICA,3
GO:0002768,immune response-regulating cell surface receptor signaling pathway,8/132,392/18842,0.0204081632653061,2.91311069882498,3.2150445510889,0.00642873102209903,0.26809176177264,0.26809176177264,NCR3/HLA-DRB1/BAG6/MAP2K7/BCAR1/HLA-DQB1/BTNL2/MICB,8
GO:0051222,positive regulation of protein transport,6/132,237/18842,0.0253164556962025,3.61373225930188,3.40112411406545,0.00653586689696043,0.270640122212164,0.270640122212164,PPARG/HLA-DRB1/SLC30A8/ABCC8/GIPR/TCF7L2,6
GO:0042471,ear morphogenesis,3/132,55/18842,0.0545454545454545,7.78595041322314,4.23316654795188,0.00676082393766946,0.277997515758716,0.277997515758716,SLC44A4/PROX1/KCNQ1,3
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,2/132,18/18842,0.111111111111111,15.8602693602694,5.29796425372154,0.00692463968065501,0.280806078084493,0.280806078084493,BAG6/SSR1,2
GO:1904036,negative regulation of epithelial cell apoptotic process,2/132,18/18842,0.111111111111111,15.8602693602694,5.29796425372154,0.00692463968065501,0.280806078084493,0.280806078084493,TCF7L2/WFS1,2
GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,3/132,56/18842,0.0535714285714286,7.64691558441558,4.18407118217143,0.00710742400704251,0.286244199735685,0.286244199735685,HLA-DRB1/ABCC8/ADCY5,3
GO:0051223,regulation of protein transport,8/132,401/18842,0.0199501246882793,2.84772916194363,3.14137882648921,0.00733089220003539,0.292145824099161,0.292145824099161,PPARG/KCNJ11/HLA-DRB1/SLC30A8/ABCC8/GIPR/TCF7L2/ADCY5,8
GO:0043549,regulation of kinase activity,6/132,243/18842,0.0246913580246914,3.52450430228208,3.32687513687724,0.00735333026644146,0.292145824099161,0.292145824099161,HMGA2/RASGRP1/MST1R/TIGAR/LTA/GCKR,6
GO:0002821,positive regulation of adaptive immune response,4/132,110/18842,0.0363636363636364,5.19063360881543,3.70242275433406,0.00750022158081284,0.295981898625366,0.295981898625366,HLA-DRB1/HLA-B/HLA-C/HLA-DRA,4
GO:0010968,regulation of microtubule nucleation,2/132,19/18842,0.105263157894737,15.0255183413078,5.13751788112417,0.00770401042818073,0.296075694886946,0.296075694886946,EML2/HSPA1A,2
GO:0046629,gamma-delta T cell activation,2/132,19/18842,0.105263157894737,15.0255183413078,5.13751788112417,0.00770401042818073,0.296075694886946,0.296075694886946,MICA/MICB,2
GO:0098543,detection of other organism,2/132,19/18842,0.105263157894737,15.0255183413078,5.13751788112417,0.00770401042818073,0.296075694886946,0.296075694886946,HLA-DRB1/HLA-B,2
GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,2/132,19/18842,0.105263157894737,15.0255183413078,5.13751788112417,0.00770401042818073,0.296075694886946,0.296075694886946,WFS1/HSPA1A,2
GO:0009611,response to wounding,9/132,496/18842,0.0181451612903226,2.59008431085044,3.01434073670779,0.00825922343022675,0.315352167335931,0.315352167335931,PPARG/ZFP36L2/POU5F1/MACF1/RREB1/NOTCH2/GIPR/PABPC4/AGER,9
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,5/132,178/18842,0.0280898876404494,4.00961865849506,3.38860662491098,0.0083924328661351,0.318371001631448,0.318371001631448,HLA-DRB1/AGER/HLA-B/HLA-C/HLA-DRA,5
GO:0035019,somatic stem cell population maintenance,2/132,20/18842,0.1,14.2742424242424,4.9887748571615,0.00852099783214416,0.319130364668839,0.319130364668839,ZFP36L2/POU5F1,2
GO:0045591,positive regulation of regulatory T cell differentiation,2/132,20/18842,0.1,14.2742424242424,4.9887748571615,0.00852099783214416,0.319130364668839,0.319130364668839,HLA-DRB1/HLA-DRA,2
GO:0045621,positive regulation of lymphocyte differentiation,4/132,115/18842,0.0347826086956522,4.96495388669302,3.5822426668339,0.00874516703716064,0.325453051762687,0.325453051762687,HLA-DRB1/RASGRP1/ZMIZ1/HLA-DRA,4
GO:0003209,cardiac atrium morphogenesis,2/132,21/18842,0.0952380952380952,13.5945165945166,4.85033627762004,0.00937504480712219,0.340279404110361,0.340279404110361,PROX1/NOTCH2,2
GO:0046579,positive regulation of Ras protein signal transduction,2/132,21/18842,0.0952380952380952,13.5945165945166,4.85033627762004,0.00937504480712219,0.340279404110361,0.340279404110361,RASGRP1/NOTCH2,2
GO:0051152,positive regulation of smooth muscle cell differentiation,2/132,21/18842,0.0952380952380952,13.5945165945166,4.85033627762004,0.00937504480712219,0.340279404110361,0.340279404110361,NOTCH2/NOTCH4,2
GO:0060795,cell fate commitment involved in formation of primary germ layer,2/132,21/18842,0.0952380952380952,13.5945165945166,4.85033627762004,0.00937504480712219,0.340279404110361,0.340279404110361,POU5F1/EYA2,2
GO:0002429,immune response-activating cell surface receptor signaling pathway,7/132,336/18842,0.0208333333333333,2.97380050505051,3.06632837716544,0.00952654629005374,0.343657007273104,0.343657007273104,NCR3/HLA-DRB1/BAG6/BCAR1/HLA-DQB1/BTNL2/MICB,7
GO:0035773,insulin secretion involved in cellular response to glucose stimulus,3/132,63/18842,0.0476190476190476,6.7972582972583,3.87131705839757,0.00982773491927049,0.348303351705044,0.348303351705044,HLA-DRB1/ABCC8/ADCY5,3
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,3/132,63/18842,0.0476190476190476,6.7972582972583,3.87131705839757,0.00982773491927049,0.348303351705044,0.348303351705044,BAG6/WFS1/HSPA1A,3
GO:0045860,positive regulation of protein kinase activity,4/132,119/18842,0.0336134453781513,4.79806468041762,3.49100254249883,0.009833053806639,0.348303351705044,0.348303351705044,HMGA2/RASGRP1/MST1R/LTA,4
GO:0070661,leukocyte proliferation,6/132,261/18842,0.0229885057471264,3.28143504005573,3.11742393947474,0.0102485142093928,0.35506899250737,0.35506899250737,HLA-DRB1/RASGRP1/LST1/HHEX/AGER/AIF1,6
GO:1902808,positive regulation of cell cycle G1/S phase transition,3/132,64/18842,0.046875,6.69105113636364,3.83053869841182,0.0102591148201855,0.35506899250737,0.35506899250737,CCND2/UBE2E2/AIF1,3
GO:0032469,endoplasmic reticulum calcium ion homeostasis,2/132,22/18842,0.0909090909090909,12.9765840220386,4.7210276406249,0.0102656001235124,0.35506899250737,0.35506899250737,THADA/WFS1,2
GO:1900102,negative regulation of endoplasmic reticulum unfolded protein response,2/132,22/18842,0.0909090909090909,12.9765840220386,4.7210276406249,0.0102656001235124,0.35506899250737,0.35506899250737,WFS1/ATF6B,2
GO:0019827,stem cell population maintenance,4/132,121/18842,0.0330578512396694,4.71875782619584,3.44689542198646,0.0104084880981709,0.355825058239796,0.355825058239796,ZFP36L2/HMGA2/POU5F1/PROX1,4
GO:0045598,regulation of fat cell differentiation,4/132,121/18842,0.0330578512396694,4.71875782619584,3.44689542198646,0.0104084880981709,0.355825058239796,0.355825058239796,PPARG/ZFP36L2/RREB1/FTO,4
GO:0010632,regulation of epithelial cell migration,3/132,65/18842,0.0461538461538462,6.58811188811189,3.79062406151628,0.0107013511377521,0.36172837306954,0.36172837306954,PTPRG/MACF1/RREB1,3
GO:0003014,renal system process,4/132,122/18842,0.0327868852459016,4.68007948335817,3.42520239135655,0.0107042069581803,0.36172837306954,0.36172837306954,HNF1A/ADCY5/KCNQ1/WFS1,4
GO:0002819,regulation of adaptive immune response,5/132,190/18842,0.0263157894736842,3.75637958532695,3.20741509250155,0.0109264032212363,0.367110047288136,0.367110047288137,HLA-DRB1/AGER/HLA-B/HLA-C/HLA-DRA,5
GO:0030217,T cell differentiation,6/132,265/18842,0.0226415094339623,3.23190394511149,3.07335475129536,0.0109883279460395,0.367110047288136,0.367110047288137,ZFP36L2/HLA-DRB1/RASGRP1/ZMIZ1/ZBTB46/HLA-DRA,6
GO:0032958,inositol phosphate biosynthetic process,2/132,23/18842,0.0869565217391304,12.4123847167325,4.59985452621547,0.0111921183538482,0.371805965653263,0.371805965653263,PPIP5K2/IP6K1,2
GO:0098727,maintenance of cell number,4/132,124/18842,0.032258064516129,4.60459433040078,3.38251369027594,0.0113118260354409,0.373671556676363,0.373671556676363,ZFP36L2/HMGA2/POU5F1/PROX1,4
GO:1904951,positive regulation of establishment of protein localization,6/132,268/18842,0.0223880597014925,3.19572591587517,3.0408489722623,0.0115675033238239,0.377922692692428,0.377922692692428,PPARG/HLA-DRB1/SLC30A8/ABCC8/GIPR/TCF7L2,6
GO:0030879,mammary gland development,3/132,67/18842,0.0447761194029851,6.39145183175034,3.71325867765566,0.0116185830158191,0.377922692692428,0.377922692692428,RREB1/GPAT4/NOTCH4,3
GO:0045619,regulation of lymphocyte differentiation,5/132,193/18842,0.0259067357512953,3.69799026534778,3.16441405661048,0.0116333345879812,0.377922692692428,0.377922692692428,ZFP36L2/HLA-DRB1/RASGRP1/ZMIZ1/HLA-DRA,5
GO:0007605,sensory perception of sound,4/132,126/18842,0.0317460317460317,4.53150553150553,3.34072472832586,0.0119412508581862,0.385794258495247,0.385794258495247,PPIP5K2/EML2/KCNQ1/WFS1,4
GO:0006896,Golgi to vacuole transport,2/132,24/18842,0.0833333333333333,11.895202020202,4.48596853209709,0.0121540598195699,0.390523889284542,0.390523889284542,AP3S2/VTI1A,2
GO:2001236,regulation of extrinsic apoptotic signaling pathway,4/132,127/18842,0.031496062992126,4.49582438558817,3.32015683388413,0.0122642247545927,0.391921964983724,0.391921964983724,TCF7L2/EYA2/LTA/HSPA1A,4
GO:0070201,regulation of establishment of protein localization,8/132,443/18842,0.018058690744921,2.57774129557425,2.82255616721447,0.0128571681795003,0.406891057971883,0.406891057971883,PPARG/KCNJ11/HLA-DRB1/SLC30A8/ABCC8/GIPR/TCF7L2/ADCY5,8
GO:0001708,cell fate specification,3/132,70/18842,0.0428571428571429,6.11753246753247,3.60293477924883,0.0130769718606843,0.406891057971883,0.406891057971883,POU5F1/GATAD2A/EYA2,3
GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",3/132,70/18842,0.0428571428571429,6.11753246753247,3.60293477924883,0.0130769718606843,0.406891057971883,0.406891057971883,HLA-DRB1/AGER/HLA-DRA,3
GO:0002716,negative regulation of natural killer cell mediated immunity,2/132,25/18842,0.08,11.4193939393939,4.37864077282207,0.0131508905382476,0.406891057971883,0.406891057971883,MICA/HLA-B,2
GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,2/132,25/18842,0.08,11.4193939393939,4.37864077282207,0.0131508905382476,0.406891057971883,0.406891057971883,MICA/HLA-B,2
GO:0048333,mesodermal cell differentiation,2/132,25/18842,0.08,11.4193939393939,4.37864077282207,0.0131508905382476,0.406891057971883,0.406891057971883,HMGA2/EYA2,2
GO:1903532,positive regulation of secretion by cell,6/132,276/18842,0.0217391304347826,3.10309617918314,2.95635476801517,0.0132170394681343,0.406891057971883,0.406891057971883,PPARG/HLA-DRB1/SLC30A8/ABCC8/GIPR/TCF7L2,6
GO:0098739,import across plasma membrane,6/132,278/18842,0.0215827338129496,3.08077174623937,2.93570969373159,0.0136539172579329,0.418151216024194,0.418151216024194,KCNJ11/SLC39A10/SLC30A8/ABCC8/HNF1A/KCNQ1,6
GO:0090335,regulation of brown fat cell differentiation,2/132,26/18842,0.0769230769230769,10.9801864801865,4.27724103393226,0.0141820821712529,0.429848676118387,0.429848676118387,RREB1/FTO,2
GO:0098581,detection of external biotic stimulus,2/132,26/18842,0.0769230769230769,10.9801864801865,4.27724103393226,0.0141820821712529,0.429848676118387,0.429848676118387,HLA-DRB1/HLA-B,2
GO:0051338,regulation of transferase activity,6/132,281/18842,0.0213523131672598,3.0478809446781,2.90508755676354,0.0143280566955629,0.432046017281588,0.432046017281588,HMGA2/RASGRP1/MST1R/TIGAR/LTA/GCKR,6
GO:0051149,positive regulation of muscle cell differentiation,3/132,73/18842,0.0410958904109589,5.86612702366127,3.4988582724027,0.0146353002623229,0.435208827158381,0.435208827158381,PROX1/NOTCH2/NOTCH4,3
GO:0071383,cellular response to steroid hormone stimulus,5/132,205/18842,0.024390243902439,3.48152254249815,3.00060756116991,0.0147723665292056,0.435208827158381,0.435208827158381,ZFP36L2/HMGA2/TCF7L2/ZMIZ1/HSPA1A,5
GO:0009266,response to temperature stimulus,4/132,135/18842,0.0296296296296296,4.2294051627385,3.16292863451528,0.0150504967662338,0.435208827158381,0.435208827158381,MICA/MAP2K7/MICB/HSPA1A,4
GO:0071333,cellular response to glucose stimulus,4/132,135/18842,0.0296296296296296,4.2294051627385,3.16292863451528,0.0150504967662338,0.435208827158381,0.435208827158381,HLA-DRB1/ABCC8/ADCY5/AGER,4
GO:0046470,phosphatidylcholine metabolic process,3/132,74/18842,0.0405405405405405,5.78685503685504,3.4654463903729,0.015177098969819,0.435208827158381,0.435208827158381,SLC44A4/GPAT4/STARD10,3
GO:0048525,negative regulation of viral process,3/132,74/18842,0.0405405405405405,5.78685503685504,3.4654463903729,0.015177098969819,0.435208827158381,0.435208827158381,CSNK2B/HMGA2/PROX1,3
GO:1902893,regulation of miRNA transcription,3/132,74/18842,0.0405405405405405,5.78685503685504,3.4654463903729,0.015177098969819,0.435208827158381,0.435208827158381,PPARG/POU5F1/NOTCH2,3
GO:0060292,long-term synaptic depression,2/132,27/18842,0.0740740740740741,10.5735129068462,4.18122120762289,0.0152471119718753,0.435208827158381,0.435208827158381,PRRT1/AGER,2
GO:1901099,negative regulation of signal transduction in absence of ligand,2/132,27/18842,0.0740740740740741,10.5735129068462,4.18122120762289,0.0152471119718753,0.435208827158381,0.435208827158381,EYA2/HSPA1A,2
GO:1902894,negative regulation of miRNA transcription,2/132,27/18842,0.0740740740740741,10.5735129068462,4.18122120762289,0.0152471119718753,0.435208827158381,0.435208827158381,PPARG/POU5F1,2
GO:2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,2/132,27/18842,0.0740740740740741,10.5735129068462,4.18122120762289,0.0152471119718753,0.435208827158381,0.435208827158381,EYA2/HSPA1A,2
GO:0061614,miRNA transcription,3/132,75/18842,0.04,5.70969696969697,3.43263966122703,0.0157301201968984,0.446826602694504,0.446826602694504,PPARG/POU5F1/NOTCH2,3
